id,mac_address,device_id,port_name,vlan_id,timestamp,observation_confidence,edge_likelihood,transit_likelihood
147009,3C:EC:EF:D0:85:6A,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147010,6C:1F:F7:28:9C:5B,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147011,6C:3B:E5:7A:A1:3E,CRS326-Office,ether9,,1772840468,0.9,1.0,0.0
147012,70:85:C2:41:A9:6B,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147013,B0:41:6F:12:74:16,CRS326-Office,ether21,,1772840468,0.9,1.0,0.0
147014,BC:24:11:01:68:7A,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147015,BC:24:11:0A:C8:EF,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147016,BC:24:11:27:76:6B,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147017,BC:24:11:2A:C6:57,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147018,BC:24:11:36:C9:58,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147019,BC:24:11:52:4C:E7,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147020,BC:24:11:59:19:C5,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147021,BC:24:11:61:84:3A,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147022,BC:24:11:99:92:B7,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147023,BC:24:11:A5:17:D3,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147024,BC:24:11:BD:1A:CB,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147025,00:E0:4C:68:00:43,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147026,3C:EC:EF:D0:89:26,CRS326-Office,ether18,,1772840468,0.9,1.0,0.0
147027,6C:1F:F7:5A:9C:64,CRS326-Office,ether12,,1772840468,0.9,1.0,0.0
147028,78:55:36:07:B4:C6,CRS326-Office,ether10,,1772840468,0.9,1.0,0.0
147029,BC:24:11:A5:17:D3,CRS310-Office,310-p6-holocron1,25,1772840468,0.1,0.0,1.0
147030,BC:24:11:9C:99:D5,CRS310-Office,310-sfp+2,10,1772840468,0.128571428571429,0.0,0.914285714285714
147031,BC:24:11:01:68:7A,CRS310-Office,310-p6-holocron1,25,1772840468,0.1,0.0,1.0
147032,84:EA:ED:CD:E3:AC,CRS310-Office,310-sfp+1,90,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147033,28:80:88:6D:98:EC,CRS310-Office,310-sfp+1,2,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147034,38:05:25:30:38:39,CRS310-Office,310-sfp+2,25,1772840468,0.128571428571429,0.0,0.914285714285714
147035,BC:24:11:2A:C6:57,CRS310-Office,310-port7,25,1772840468,0.0,0.0,0.0
147036,20:36:26:D7:EE:60,CRS310-Office,310-sfp+1,2,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147037,BC:24:11:DB:F7:4F,CRS310-Office,310-sfp+2,10,1772840468,0.128571428571429,0.0,0.914285714285714
147038,8C:85:80:67:79:D0,CRS310-Office,310-sfp+1,90,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147039,3C:EC:EF:D0:85:6A,CRS310-Office,310-sfp+1,25,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147040,BC:24:11:36:C9:58,CRS310-Office,310-p6-holocron1,25,1772840468,0.1,0.0,1.0
147041,BC:24:11:52:4C:E7,CRS310-Office,310-port7,25,1772840468,0.0,0.0,0.0
147042,BC:24:11:27:76:6B,CRS310-Office,310-port7,25,1772840468,0.0,0.0,0.0
147043,BC:24:11:59:19:C5,CRS310-Office,310-p8-holocron2,25,1772840468,0.9,1.0,0.0
147044,BC:24:11:E6:B1:AF,CRS310-Office,310-p8-holocron2,25,1772840468,0.9,1.0,0.0
147045,20:36:26:D7:ED:C0,CRS310-Office,310-sfp+1,2,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147046,BC:24:11:E3:8F:B2,CRS310-Office,310-sfp+2,10,1772840468,0.128571428571429,0.0,0.914285714285714
147047,BC:24:11:61:84:3A,CRS310-Office,310-p8-holocron2,25,1772840468,0.9,1.0,0.0
147048,00:E0:4C:68:00:43,CRS310-Office,310-port4,30,1772840468,0.9,1.0,0.0
147049,6C:3B:E5:7A:A1:3E,CRS310-Office,310-sfp+2,25,1772840468,0.128571428571429,0.0,0.914285714285714
147050,38:05:25:30:48:78,CRS310-Office,310-p6-holocron1,25,1772840468,0.1,0.0,1.0
147051,8C:49:62:53:0D:69,CRS310-Office,310-sfp+1,90,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147052,EC:71:DB:A0:C8:38,CRS310-Office,310-sfp+2,99,1772840468,0.128571428571429,0.0,0.914285714285714
147053,3C:31:74:E0:10:9C,CRS310-Office,310-sfp+1,90,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147054,BC:24:11:BD:1A:CB,CRS310-Office,310-p6-holocron1,25,1772840468,0.1,0.0,1.0
147055,C4:65:16:CB:7F:FE,CRS310-Office,310-sfp+2,99,1772840468,0.128571428571429,0.0,0.914285714285714
147056,BC:24:11:C3:CE:F0,CRS310-Office,310-p6-holocron1,25,1772840468,0.1,0.0,1.0
147057,EC:71:DB:EA:B4:00,CRS310-Office,310-sfp+2,99,1772840468,0.128571428571429,0.0,0.914285714285714
147058,B0:41:6F:12:74:16,CRS310-Office,310-sfp+2,25,1772840468,0.128571428571429,0.0,0.914285714285714
147059,6C:1F:F7:5A:9C:64,CRS310-Office,310-sfp+2,30,1772840468,0.128571428571429,0.0,0.914285714285714
147060,38:05:25:30:38:38,CRS310-Office,310-p8-holocron2,25,1772840468,0.9,1.0,0.0
147061,00:16:3E:1F:05:EC,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147062,EC:71:DB:EA:B4:00,CSS106-Office,106-o-p2-nvr,99,1772840468,0.9,1.0,0.0
147063,EC:71:DB:DB:56:81,CSS106-Office,106-o-p2-nvr,99,1772840468,0.9,1.0,0.0
147064,CA:16:30:70:7F:88,CRS310-Office,310-sfp+1,90,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147065,CA:16:30:70:7F:88,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147066,10:6F:D9:B7:DA:D5,CRS310-Office,310-sfp+1,90,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147067,10:6F:D9:B7:DA:D5,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147068,EC:71:DB:B2:01:34,CRS310-Office,310-sfp+2,99,1772840468,0.128571428571429,0.0,0.914285714285714
147069,EC:71:DB:DB:56:81,CRS310-Office,310-sfp+2,99,1772840468,0.128571428571429,0.0,0.914285714285714
147070,76:63:B5:5E:06:94,CRS310-Office,310-sfp+1,35,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147071,76:63:B5:5E:06:94,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147072,76:63:B5:5E:06:94,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147073,38:05:25:30:48:79,CRS310-Office,310-sfp+2,25,1772840468,0.128571428571429,0.0,0.914285714285714
147074,BC:24:11:12:EC:28,CRS310-Office,310-sfp+2,10,1772840468,0.128571428571429,0.0,0.914285714285714
147075,78:55:36:07:B4:C6,CRS310-Office,310-sfp+2,30,1772840468,0.128571428571429,0.0,0.914285714285714
147076,3C:EC:EF:D0:89:26,CRS310-Office,310-sfp+2,30,1772840468,0.128571428571429,0.0,0.914285714285714
147077,3C:EC:EF:D0:89:26,CSS106-Office,106-o-p1-trunk,30,1772840468,0.14,0.0,0.88
147078,EC:71:DB:B2:01:34,CSS106-Office,106-o-p2-nvr,99,1772840468,0.9,1.0,0.0
147079,BC:24:11:CC:EF:0B,CRS310-Office,310-p8-holocron2,2,1772840468,0.9,1.0,0.0
147080,BC:24:11:0A:C8:EF,CRS310-Office,310-p6-holocron1,25,1772840468,0.1,0.0,1.0
147081,00:16:3E:9C:50:AF,CRS310-Office,310-sfp+1,25,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147082,28:80:88:6D:98:EC,CSS106-Office,106-o-p1-trunk,2,1772840468,0.14,0.0,0.88
147083,84:EA:ED:CD:E3:AC,CSS106-Office,106-o-p1-trunk,90,1772840468,0.14,0.0,0.88
147084,00:16:3E:1F:05:EC,CRS310-Office,310-p8-holocron2,25,1772840468,0.9,1.0,0.0
147085,BC:24:11:99:92:B7,CRS310-Office,310-p8-holocron2,25,1772840468,0.9,1.0,0.0
147086,70:85:C2:41:A9:6B,CRS310-Office,310-sfp+1,25,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147087,BC:24:11:3F:74:AB,CRS310-Office,310-p8-holocron2,25,1772840468,0.9,1.0,0.0
147088,70:85:C2:41:A9:6B,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147089,C4:65:16:CB:7F:FE,CSS106-Office,106-o-p1-trunk,99,1772840468,0.14,0.0,0.88
147090,78:55:36:07:B4:C6,CSS106-Office,106-o-p1-trunk,30,1772840468,0.14,0.0,0.88
147091,6C:1F:F7:28:9C:5B,CRS310-Office,310-port7,25,1772840468,0.0,0.0,0.0
147092,9C:50:D1:11:BC:94,CRS310-Office,310-sfp+1,90,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147093,EC:71:DB:A0:C8:38,CSS106-Office,106-o-p2-nvr,99,1772840468,0.9,1.0,0.0
147094,8C:49:62:53:0D:69,CSS106-Office,106-o-p1-trunk,90,1772840468,0.14,0.0,0.88
147095,BC:24:11:CC:EF:0B,Netgear-MS510TXPP,xg10,2,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147096,D4:01:C3:69:81:25,Netgear-MS510TXPP,xg10,2,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147097,20:36:26:D7:EE:60,Netgear-MS510TXPP,mg5,2,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147098,20:36:26:D7:ED:C0,Netgear-MS510TXPP,mg6,2,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147099,BC:24:11:12:EC:28,CRS326-Office,ether22,,1772840468,0.9,1.0,0.0
147100,BC:24:11:01:68:7A,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147101,70:85:C2:41:A9:6B,Netgear-MS510TXPP,mg8,25,1772840468,0.9,1.0,0.0
147102,BC:24:11:27:76:6B,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147103,BC:24:11:99:92:B7,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147104,BC:24:11:E6:B1:AF,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147105,3C:EC:EF:D0:89:26,Netgear-MS510TXPP,xg10,30,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147106,3C:31:74:E0:10:9C,Netgear-MS510TXPP,mg5,90,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147107,84:EA:ED:CD:E3:AC,Netgear-MS510TXPP,mg6,90,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147108,8C:49:62:53:0D:69,Netgear-MS510TXPP,mg5,90,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147109,8C:85:80:67:79:D0,Netgear-MS510TXPP,mg6,90,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147110,C4:65:16:CB:7F:FE,Netgear-MS510TXPP,xg10,99,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147111,78:55:36:07:B4:C6,Netgear-MS510TXPP,xg10,30,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147112,CA:16:30:70:7F:88,Netgear-MS510TXPP,mg6,90,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147113,9C:50:D1:11:BC:94,Netgear-MS510TXPP,mg6,90,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147114,BC:24:11:01:68:7A,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147115,10:6F:D9:B7:DA:D5,Netgear-MS510TXPP,mg5,90,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147116,76:63:B5:5E:06:94,Netgear-MS510TXPP,mg6,35,1772840468,0.350980392156863,0.32156862745098,0.647058823529412
147117,6C:1F:F7:28:9C:5B,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147118,38:05:25:30:48:78,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147119,3C:EC:EF:D0:85:6A,Netgear-MS510TXPP,xmg9,25,1772840468,0.9,1.0,0.0
147120,00:16:3E:9C:50:AF,Netgear-MS510TXPP,xmg9,25,1772840468,0.9,1.0,0.0
147121,38:05:25:30:38:38,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147122,00:16:3E:1F:05:EC,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147123,D4:01:C3:69:81:2D,Netgear-MS510TXPP,xg10,2,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147124,BC:24:11:2A:C6:57,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147125,00:A0:98:53:39:F8,Netgear-MS510TXPP,xmg9,25,1772840468,0.9,1.0,0.0
147126,00:A0:98:53:39:F8,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147127,00:A0:98:53:39:F8,CRS310-Office,310-sfp+1,25,1772840468,0.217073170731707,0.15609756097561,0.804878048780488
147128,BC:24:11:2A:C6:57,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147129,BC:24:11:12:EC:28,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147130,00:A0:98:53:39:F8,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147131,3C:EC:EF:D0:85:6A,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147132,BC:24:11:3F:74:AB,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147133,BC:24:11:99:92:B7,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147134,BC:24:11:E6:B1:AF,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147135,3C:EC:EF:D0:89:26,Netgear-MS510TXPP,port10,30,1772840468,0.2,0.0,0.7
147136,3C:31:74:E0:10:9C,Netgear-MS510TXPP,port5,90,1772840468,0.9,1.0,0.0
147137,84:EA:ED:CD:E3:AC,Netgear-MS510TXPP,port6,90,1772840468,0.9,1.0,0.0
147138,8C:49:62:53:0D:69,Netgear-MS510TXPP,port5,90,1772840468,0.9,1.0,0.0
147139,8C:85:80:67:79:D0,Netgear-MS510TXPP,port6,90,1772840468,0.9,1.0,0.0
147140,C4:65:16:CB:7F:FE,Netgear-MS510TXPP,port10,99,1772840468,0.2,0.0,0.7
147141,9C:50:D1:11:BC:94,Netgear-MS510TXPP,port6,90,1772840468,0.9,1.0,0.0
147142,10:6F:D9:B7:DA:D5,Netgear-MS510TXPP,port5,90,1772840468,0.9,1.0,0.0
147143,BC:24:11:A5:17:D3,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147144,76:63:B5:5E:06:94,Netgear-MS510TXPP,port6,35,1772840468,0.9,1.0,0.0
147145,BC:24:11:3F:74:AB,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147146,BC:24:11:27:76:6B,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147147,70:85:C2:41:A9:6B,Netgear-MS510TXPP,port8,25,1772840468,0.9,1.0,0.0
147148,6C:1F:F7:28:9C:5B,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147149,3C:EC:EF:D0:85:6A,Netgear-MS510TXPP,port9,25,1772840468,0.9,1.0,0.0
147150,38:05:25:30:38:38,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147151,38:05:25:30:48:78,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147152,00:16:3E:9C:50:AF,Netgear-MS510TXPP,port9,25,1772840468,0.9,1.0,0.0
147153,00:A0:98:53:39:F8,Netgear-MS510TXPP,port9,25,1772840468,0.9,1.0,0.0
147154,00:16:3E:1F:05:EC,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147155,D4:01:C3:69:81:2D,Netgear-MS510TXPP,port10,2,1772840468,0.2,0.0,0.7
147156,BC:24:11:CC:EF:0B,Netgear-MS510TXPP,port10,2,1772840468,0.2,0.0,0.7
147157,D4:01:C3:69:81:25,Netgear-MS510TXPP,port10,2,1772840468,0.2,0.0,0.7
147158,20:36:26:D7:EE:60,Netgear-MS510TXPP,port5,2,1772840468,0.9,1.0,0.0
147159,20:36:26:D7:ED:C0,Netgear-MS510TXPP,port6,2,1772840468,0.9,1.0,0.0
147160,BC:24:11:A5:17:D3,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147161,BC:24:11:3F:74:AB,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147162,6C:3B:E5:7A:A1:3E,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147163,BC:24:11:A5:17:D3,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147164,00:E0:4C:68:00:43,Netgear-MS510TXPP,xg10,30,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147165,BC:24:11:52:4C:E7,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147166,BC:24:11:3F:74:AB,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147167,BC:24:11:CC:EF:0B,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147168,BC:24:11:3F:74:AB,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147169,BC:24:11:CC:EF:0B,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147170,BC:24:11:52:4C:E7,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147171,BC:24:11:CC:EF:0B,CSS106-Office,106-o-p1-trunk,2,1772840468,0.14,0.0,0.88
147172,76:63:B5:5E:06:94,CSS106-Office,106-o-p1-trunk,35,1772840468,0.14,0.0,0.88
147173,00:E0:4C:68:00:43,CSS106-Office,106-o-p1-trunk,30,1772840468,0.14,0.0,0.88
147174,BC:24:11:9C:99:D5,Netgear-MS510TXPP,xg10,10,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147175,BC:24:11:36:C9:58,Netgear-MS510TXPP,xg10,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147176,20:36:26:D7:ED:C0,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147177,78:55:36:07:B4:C6,Netgear-MS510TXPP,port10,30,1772840468,0.2,0.0,0.7
147178,6C:1F:F7:5A:9C:64,Netgear-MS510TXPP,port10,30,1772840468,0.2,0.0,0.7
147179,BC:24:11:36:C9:58,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147180,BC:24:11:9C:99:D5,Netgear-MS510TXPP,port10,10,1772840468,0.2,0.0,0.7
147181,6C:1F:F7:5A:9C:64,CSS106-Office,106-o-p1-trunk,30,1772840468,0.14,0.0,0.88
147182,6C:1F:F7:5A:9C:64,Netgear-MS510TXPP,xg10,30,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147183,BC:24:11:0A:C8:EF,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147184,CA:16:30:70:7F:88,Netgear-MS510TXPP,port6,90,1772840468,0.9,1.0,0.0
147185,BC:24:11:0A:C8:EF,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147186,20:36:26:D7:ED:C0,CSS106-Office,106-o-p1-trunk,2,1772840468,0.14,0.0,0.88
147187,20:36:26:D7:ED:C0,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147188,BC:24:11:36:C9:58,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147189,20:36:26:D7:EE:60,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147190,BC:24:11:0A:C8:EF,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147191,20:36:26:D7:EE:60,CSS106-Office,106-o-p1-trunk,2,1772840468,0.14,0.0,0.88
147192,20:36:26:D7:EE:60,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147193,BC:24:11:BD:1A:CB,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147194,BC:24:11:59:19:C5,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147195,BC:24:11:61:84:3A,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147196,BC:24:11:61:84:3A,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147197,BC:24:11:BD:1A:CB,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147198,6C:3B:E5:7A:A1:3E,Netgear-MS510TXPP,xg10,25,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147199,BC:24:11:59:19:C5,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147200,6C:3B:E5:7A:A1:3E,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147201,BC:24:11:BD:1A:CB,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147202,BC:24:11:59:19:C5,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147203,6C:3B:E5:7A:A1:3E,Netgear-MS510TXPP,port10,25,1772840468,0.2,0.0,0.7
147204,BC:24:11:C3:CE:F0,CRS326-Office,sfp-sfpplus2,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147205,BC:24:11:C3:CE:F0,rb4011,1-sfp-sfpplus,,1772840468,0.5,0.5,0.5
147206,BC:24:11:99:92:B7,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147207,BC:24:11:12:EC:28,Netgear-MS510TXPP,xg10,10,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147208,BC:24:11:DB:F7:4F,Netgear-MS510TXPP,xg10,,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147209,10:6F:D9:B7:DA:D5,CSS106-Office,106-o-p1-trunk,90,1772840468,0.14,0.0,0.88
147210,BC:24:11:12:EC:28,Netgear-MS510TXPP,port10,10,1772840468,0.2,0.0,0.7
147211,BC:24:11:DB:F7:4F,Netgear-MS510TXPP,port10,10,1772840468,0.2,0.0,0.7
147212,BC:24:11:27:76:6B,CSS106-Office,106-o-p1-trunk,25,1772840468,0.14,0.0,0.88
147213,BC:24:11:E3:8F:B2,Netgear-MS510TXPP,xg10,10,1772840468,0.213725490196078,0.125490196078431,0.784313725490196
147214,28:80:88:6D:98:EC,CRS326-Office,sfp-sfpplus2,,1772840524,0.213725490196078,0.125490196078431,0.784313725490196
147215,D4:01:C3:69:81:25,CRS326-Office,sfp-sfpplus2,,1772840524,0.213725490196078,0.125490196078431,0.784313725490196
147216,B0:41:6F:16:3C:41,CRS326-Office,ether22,,1772840524,0.9,1.0,0.0
147217,BC:24:11:9C:99:D5,CRS326-Office,ether22,,1772840524,0.9,1.0,0.0
147218,BC:24:11:DB:F7:4F,CRS326-Office,ether22,,1772840524,0.9,1.0,0.0
147219,BC:24:11:E3:8F:B2,CRS326-Office,ether22,,1772840524,0.9,1.0,0.0
147220,00:16:3E:1F:05:EC,CRS326-Office,sfp-sfpplus2,,1772840524,0.213725490196078,0.125490196078431,0.784313725490196
147221,00:16:3E:9C:50:AF,CRS326-Office,sfp-sfpplus2,,1772840524,0.213725490196078,0.125490196078431,0.784313725490196
147222,28:80:88:6D:98:EC,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147223,B0:41:6F:16:3C:41,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147224,BC:24:11:9C:99:D5,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147225,BC:24:11:DB:F7:4F,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147226,00:16:3E:1F:05:EC,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147227,38:05:25:30:38:39,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147228,3C:EC:EF:D0:85:6A,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147229,70:85:C2:41:A9:6B,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147230,B0:41:6F:12:74:16,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147231,BC:24:11:01:68:7A,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147232,BC:24:11:0A:C8:EF,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147233,BC:24:11:27:76:6B,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147234,BC:24:11:2A:C6:57,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147235,BC:24:11:52:4C:E7,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147236,BC:24:11:99:92:B7,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147237,00:E0:4C:68:00:43,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147238,3C:EC:EF:D0:89:26,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147239,6C:1F:F7:5A:9C:64,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147240,78:55:36:07:B4:C6,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147241,3C:31:74:E0:10:9C,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147242,84:EA:ED:CD:E3:AC,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147243,8C:49:62:53:0D:69,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147244,8C:85:80:67:79:D0,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147245,9C:50:D1:11:BC:94,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147246,C4:65:16:CB:7F:FE,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
147247,EC:71:DB:A0:C8:38,rb4011,1-sfp-sfpplus,,1772840524,0.5,0.5,0.5
